0,834,1717.0
0,1055,1700.0
0,1185,3968.0
0,827,2688.0
0,906,1178.0
0,1193,2786.0
0,514,528.0
0,958,2665.0
0,852,773.0
0,1183,2433.0
0,770,1706.0
0,818,2687.0
0,779,2099.0
0,1099,2488.0
0,1146,3028.0
0,1051,2206.0
0,761,955.0
0,719,1900.0
0,853,1457.0
0,1080,2018.0
0,1367,3751.0
0,888,2891.0
0,839,1920.0
0,678,841.0
0,651,1651.0
0,920,2022.0
0,736,1716.0
0,1001,2040.0
0,763,897.0
0,935,3113.0
0,592,246.0
0,842,983.0
0,1379,2699.0
0,1446,4749.0
0,736,1674.0
0,1482,4684.0
0,657,672.0
0,880,1864.0
0,1020,3528.0
0,760,2404.0
0,935,1122.0
0,1382,4516.0
0,1044,2241.0
0,793,976.0
0,864,1166.0
0,627,704.0
0,1060,2778.0
0,873,1779.0
0,1082,2572.0
0,805,2312.0
0,949,1661.0
0,912,2034.0
0,1275,5171.0
0,1051,1795.0
0,848,1113.0
0,1017,1799.0
0,651,1845.0
0,1592,2977.0
0,985,2766.0
0,783,354.0
0,884,916.0
0,1163,5421.0
0,678,1102.0
0,1817,2506.0
0,939,2441.0
0,1113,4081.0
0,655,722.0
0,762,1457.0
0,1076,3335.0
0,1745,6357.0
0,1276,3776.0
0,1274,2493.0
0,794,1649.0
0,942,1724.0
